"","index","videos_watched_content"
"667","2422","اتكلمو ف فديو عن العنف ضدد المراءه وفديو تانى عن ختان الاناث"
"668","2424","طلاق ومشاكل زوجيه وعنف اسري"
"669","2427","ان العنف ضد المرأة غير مستحب ولازم ناخد موقف اما نشوف زوجة بتتعرض للعنف من زوجها او اهله"
"670","2429","محتوى جيد يقوم بتوعية المراة تجاه التحرش وكيفية التعامل معة وكيفية مواجهه العنف اتجاة المراة"
"671","2430","العنف ضد المرأة"
"672","2432","عن الدعم النفسي والمعنوي للمراءة"
"673","2435","نوعيه بحقوق المراه"
"674","2440","إزاي الشباب يوقفوا العنف ضد المرأة"
"675","2447","دور المراه وتمكنها ف المجتمع وقضايا التحرش واللغتضاب"
"676","2449","ازاي أوفق بين الشغل والبيت والتحرش والعنف الأسري والفرق بين الطلاق تالخلع"
"677","2451","محتوى تعليمى عن حقوق المرأه وكيفيه تصرفها اتجاه التحرش فى العمل او الشارع وكيف تواجهه"
"678","2454","التحرش والعنف والفرق بين الطلاق والخلع"
"679","2455","Informative"
"680","2462","التحرش والتحرش بالأطفال"
"681","2465","اتفرحت علي فديوهاتكم عن التحرش الجنسي"
"682","2466","التحرش بالأطفال والمرأه وختان  الإناث وأثره على البنات والفرق بين الخلع والطلاق وأثر الكورونا على الاسره وخصوصا المرأه"
"683","2467","حلو وفيها توعي حلو للبنات والسيدات"
"684","2469","التحرش ف العمل"
"685","2470","الدفاع عن قضايا المراة وحمايتها وحمايه حقوقها"
"686","2472","Beneficial"
"687","2476","التحرش وكيفيه التعامل مع التحرش فى العمل"
"688","2479","اهمية الشغل وعلاقته بهرم الاحتياجات.. لبس البنات والتحرش وان الدراسات اثبتت انه ملوش علاقة.. التحرش الجنسي بالاطفال وازاى نحميهم"
"689","2481","العنف الأسري    التحرش زواج القاصرات"
"690","2487","التحرش والعنف ضد المرأه"
"691","2489","فيديوهات دعم لنفسية المرأة في المواقف المختلفة  وتوجيهها"
"692","2492","جيد"
"693","2494","قضايا العنف ضد المرأة"
"694","2495","احتواء الفيديوهات علي مواضيع تهم المرأه في مجتمعنا ومناقشه مفيده للقضايا التي تتعلق بها"
"695","2500","التحرش الجنسي"
"696","2503","بيتكلم عن التحرش"
"697","2505","ضد التحرش"
"698","2507","التحرش في الشغل وللاطفال"
"699","2514","تتحدث عن العنف ضد المرأة و كيفية تمكين المرأة و قدرتها علي التصدي للمشكلات"
"700","2516","عن التحرش بالأطفال وختان الإناث"
"701","2520","الفرق بين الخلع والطلاق"
"702","2524","عن قضايا الاسره"
"703","2528","عن حقوق المرأه والاماكن الممكن تساعدها وتدعمها"
"704","2532","عن الاغتصاب و قصه فرحه البنت ذات السته عشر عاما اللتى رفضت التنازل عن البلاغ و التحقيق مع مغتصبيها"
"705","2536","ماشى اسعد و عزيزة حسين"
"706","2539","ختان الاناث والعنف ضد المرأة والتحرش"
"707","2543","مشاكل نخص اعتداء الزوج علي الزوجه والعمل علي مساعده الزوحه من خلال السوشيال ميديا والاعتداءات"
"708","2549","محتوي هادف يناقش أهم القضايا التي تدعم المرأةوتوعيتها بحقوقها"
"709","2556","وقف الختان وقضايا الاغتصاب"
"710","2560","كيفية معاملة الرجل للمرأة العاملة والنظر الي مرتبها كأنه حق من حقوقه"
"711","2561","فيديو عن التخسيس و فيديو كيفيه السعاده و حلقه عن كيفيه نجاح الزواج والموده واسعاد الزوج وكيف انمي من شخصيتي و أنجح في عملي وحياتي الاجتماعيه"
"712","2562","مفيد و تعليمى لمن يبحث عن كيفية التعامل مع الناس و و يعلم المرأة أن تكون إيجابية مع من حولها فى المجتمع"
"713","2569","الختان"
"714","2576","جيد جدا"
"715","2580","ج جا"
"716","2584","التحرش فى العمل جرائم الاغتصاب"
"717","2585","فديوهات عن التحرش لاستاذه نهاد"
"718","2586","ازاى توفقى بين الشغل والبيت وختان الإناث والتحرش فى الشغل والتحرش بالاولاد الصغار"
"719","2587","فيديوهات عن طرق تعامل المراره وايه حقوقها القانونيه ضد التحرش والعنف المنزلي وازاي نواجهه"
"720","2588","كانت بتتكلم عن التحرش وكيفيه التعامل معاه"
"721","2592","معلومات جديدة كنت أول مرة أعرفها وطريقة العرض جيدة"
"722","2594","الختان التحرش الفظي اووالجنسي توظيف المراؤة"
"723","2596","ازاى أواجه التحرش ويعنى ايه تحرش وازاى اعرف ادافع عن نفسى ومين يدعمنى لو حصل كده"
"724","2597","التحرش الجنسي و الاغتصاب والاثار السلبية لفيرس كرونا ااطلاق والخلع و اهمية الشغل"
"725","2601","كان معظمها عن التحرش بالمراه"
"726","2602","الفرق بين الخلع والطلاق والعنف ضد المراة والتحرش للاطفال والعمل وكورونا"
"727","2606","التحرش"
"728","2609","محتوى عن دعم المرأه في العمل وكيفيه التعامل مع حالات التحرش وازاي تقدر توفق بين شغلها وبيتها وان عمل المرأه مهم جدااا"
"729","2610","تمكين المرأءة"
"730","2613","التحرش الجنسي ضد الأطفال"
"731","2614","الفرق بين الخلع والطلاق..التحرش..اهمية الشغل للمرأة..العنف ضد المرأة"
"732","2615","اني اروح لمين لو تم الاعتداء عليا وختان الاناث"
"733","2618","بيتكلم عن حقوق المرأة وكيف يمكنها التصرف حال تعرضها للتحرش"
"734","2621","التحرش الجنسي والعنف ضد المرأة"
"735","2623","التحرش والعنف ضدد المرأة الاثار الجانبية للكروناالتأثير الكرونا علي المجتمع"
"736","2626","التحرش الجنسي وأسبابه وكيفية القضاء عليه ومواجهته"
"737","2627","داعم وملهم"
"738","2628","قضية التحرش وحقوق المرأة وقانون الخلع"
"739","2629","ازاي الست تقدر تحمي نفسها في كل موقف بتتحط فيه كزوجة كأم كطالبة في مدرسة وفي مجالات الشغل"
"740","2631","عن التحرش فى العمل"
"741","2634","أفضل موضوعات المرأة العاملة ومشكلتها مع الكرونا"
"742","2635","كان عن التحرش"
"743","2641","العنف ضد المرأه التحرش ف العمل وبعض الموضوعات الأخرى"
"744","2645","ضد التحرش وضد العنف"
"745","2649","عنف وتحرش ضد المراءة"
"746","2650","محتوى مفيد جدا بالنسبة للتعامل مع المشكلات الحياتية"
"747","2655","توعية المراه ازاى تتصرف"
"748","2661","العنف ضد المرأة والتحرش الجنسي وازاي المرأة تقدر توفق بين شغلها وبيتها"
"749","2664","فيديوهات مفيدة بتزوظ الوعى والثقاف"
"750","2668","انا غالبا شفتهم كلهم كانت اتكلموا عن ايه هو التحرش ومين بيعمله وازاي نوقفه والسبب مش لبس البنت وعن العنف ضد المراه ف وقت كورونا وعن التحرش ف الشغل وعن الختان وعن الاغتصاب  وازاي الرجاله توقف التحرش ..  انا مش فاكراهم بالترتيب"
"751","2670","فيديو عن التحرش ضد المرأة في العمل....... وفيديو اخر عن هل ملابس المرأة هي سبب الحرش...... وفيديو التحرش ضد الاطفال"
"752","2673","التحرش ضد الفتيات وازاي ان اللبس بيحدد في نظر المجتمع"
"753","2676","منها التحرش في العمل وختان الاناث وآثار فيروس كورونا على العنف المنزلي"
"754","2681","مفيد ..."
"755","2688","عن العنف مع المراه"
"756","2689","التحرش الجنسي في العمل عن طريق الزملاء أو الروساء ف العمل سواء باللفظ أو بالطرق الالكترونيه مثل إرسال محتوي معين لايصح إرساله والتعرض بالقول أو العمل بعد المواعيد وليس بصفه رسميه وغيره"
"757","2691","ظلم المراه في المجتمع والتحرش بها"
"758","2692","كيفية التعامل مع زملاء العمل وكيف أتعامل مع من يحاول التحرش فى أى مكان واتحرش مع الأطفال وهل ملابس البنت بتكون السبب في التحرش بها والعنف بين الزوج والزوجة والعنف الأسرى وأثاره"
"759","2694","توعيه للمراه عن حقوقها القانونيه ضد اى تعدى من المجتمع عليها"
"760","2695","بتختار موضوع معين يخص المراه وبتتكلم عن حقوقها القانونيه وكمان اجتماعين"
"761","2696","تقدم دعم نفسي للمرأة وازاى تتعامل في حالة تعرضها للتحرش"
"762","2697","اغلب الحلقات اللى وصلتنى على التحرش فى العمل وازاى نتعامل معاه وازاى نواجه ونفضح التصرفات لان المتحرش اكيد عمل كده مع ناس تانى واتكسفىوا يواجهوا وهو متمادى لكن لو اتواجه  واخد جزاءه أكيد مش هايعمل كده وآخر حلفه كانت بتتكلم ان احنا محتاجين الشباب نفسهم يكونوا دعم لستتات ضد البعض الاخر المتحرش  وأول حلقه بس وصلتنى كانت عن تاثير الكورنا على عمل المرءه وده مسمى جدا لان بشتغل والكرونا بهدلتنا"
"763","2700","أنواع التحرش وأن ممكن اشوف غيرى بيتعرض والتحرش وطرق التدخل وغيرها من الموضوعات"
"764","2701","ازاي تحمي نفسك من العنف و ازاي تدافعي عن نفسك من التحرش وما شابه"
"765","2703","<U+06A4>يديو انتي مش لوحدك وفيديوهات عن مشاركة المرأة الفعالة في المجتمع"
"766","2705","العنف ضد المرأة و قضيه التحرش"
"767","2706","التحرش الجنسي بالأطفال والمرأه  والفرق بين الطلاق وألخلع واثر  الختان على  البنات"
"768","2709","الفديوهات تدافع عن قضايا المرأه والعنف ضد المرأه وازاي اعرف حقوقى"
"769","2712","فيديوهات عن قضايا التحرش"
"770","2713","كيفية التصرف حال التحرش وخصوصا لو في العمل"
"771","2714","تثقيفي"
"772","2716","دعم المرأة وتشجيعها علي معرفة حقوقها"
"773","2717","شفت كتير منهم لكن لفت نظرى الفيديو اللى بيكلم عن التحرش فى العمل و اللى بيكلم عن هل البنهى السبب بلبسها فى التحرش"
"774","2718","معني التحرش وكيفية الحماية وعقوبة المتحرشكيفية تحاشي والتعامل مع التحرش في العملالختان للاناث اضراره النفسية والجسدية علي البناتالتحرش في الاطفال"
"775","2721","التصدى للعنف ضد المرأة"
"776","2728","عن التحرش"
"777","2731","هادف"
"778","2733","عن التحرش سواء لفظي أو جنسي ازاى اتعامل معاه والتحرش بالأطفال وعن اثر الكورونا والحذر علي المرأة والضرب وعلي شغلها وعن التحرش للسيدات ف العمل وازاى  الرجل يدافع عن المرأة ضد التحرش والاغتصاب"
"779","2741","محتوى توعية عن قضايا المرأة وخاصة التحرس وكيفية التعامل معه في عدة مجالات"
"780","2746","عن التحرش او الاضطهاد او الظلم تجاه المراة"
"781","2748","العنف ضد المرأة التحرش في مجال العمل وخارجه تأثير فيرس كورونا ع عمل السيدات"
"782","2751","جميلة ومفيدة"
"783","2753","بيتكلم عن أن فى فترة الكرونا والضغط اللى اتعرض له معظم الأزواج ووجودهم الداءم فى البيت أدى إلى زيادة العنف ....أيضا لابد من وقفه للرجال ضد العنف"
"784","2756","التحرش و العنف ضد المرأة"
"785","2757","بعض قصص كفاح لسيدات ناجحات وقصص ملهمة وبعض القضايا الخاصة بمشاكل المرأة في المجتمع المصري واحيانا العربي"
"786","2760","مواضيع العنف والتحرش ضد المراه"
"787","2762","التحرش"
"788","2764","العنف ضد المرأة...قصص ملهمه"
"789","2774","عادي"
"790","2776","مشاكل اسريه وحلولها ووجهات نظر مختلفة"
"791","2779","العنف ضد المراه و التحرش"
"792","2786","فيديوهات مشاكل خاصة بالمرأة وكيفية حلها"
"793","2795","اتذكر منهم حكاية الطفلة ندى ضحية جريمة الختان في أسيوط"
"794","2810","ف فيديوهات ايجابيه جدا"
"795","2811","احيانا عنف ضد المراة . واحيانا دعم لها"
"796","2813","محتوى هادف ومميز وبيساعد المراءه ف معرفة حقوقها"
"797","2815","عنف الزوج والتحرش"
"798","2818","منهل كانت عن فرص المرأة في تولي المناصب العليا في المجتمع ومنها ما كان عن مشكلات المرأة كالإغتصاب والتحرش وكيفية التعامل معها"
"799","2820","العنف ضد المرأة"
"800","2821","فيديو كانت الاستاذه نهاد بتحكي فيه مشكله واحده زوجها ع طول ضرب وقله ادب معاها وبيعاملها معامله سيئه"
"801","2829","تقريبا عن علاقه الست بحماتها واقاربها وكمان عن العمل وعن العزومات"
"802","2831","برنامج حضرتك و لا اعرف برامج اخرى عن تمكين المراه"
"803","2833","عنف ضد المرأة و اغتصاب طفله"
"804","2835","دعم المرأة ضد العنف والتحرش"
"805","2842","جيد"
"806","2846","إعطاء حقوق للمراة اكثر"
"807","2860","تم"
"808","2862","جواز البنات والبنات اللي يتجاوز في سن صغير ويضيع حقوقها وطموحاتها والختان الحاله النفسيه اللي مدمر الطفله وياريت الأطباء يوقفوا لانها فعلا مؤذية نفسيا وبدنيا"
"809","2864","زواج القاصرات .قضايا الاغتصاب"
"810","2870","بيان للنيابه العامه - رساله إلي الأطباءأوقفوا الختان- قضايا الإغتصاب وكسر الصمت - جواز البنات"
"811","2876","شغل الست و دعم الرجل لها"
"812","2878","التحرش و لبس البنات العنف ضد المرأة و البنت"
"813","2880","وصلتني فديوهات من نهاد عن تمكين المراه والعنف الممارس علي اانراه"
"814","2881","تحرش رئيس العمل بالمرئوسين و رد فعلك لو شوفت حالة تحرش"
"815","2885","اخطبيها لى ياماما طريقه محترمه وسرد بطريقه لطيفه"
"816","2888","أهمية شغل المرأة وازاي اوفق بين الشغل والبيت وظاهرة التحرش وازاي اتصرف في المواقف المختلف وتأثير فيروس كورونا على شغل الستات"
"817","2890","ختان الاناث ودي حاجه كنت محتاره فيها خصوصا عشان عندي بنتين والتحرش الجنسي للاطفال"
"818","2891","عن التحرش"
"819","2892","التحرش"
"820","2894","جيد ومبسط"
"821","2896","التحرش والختان"
"822","2898","ازاي نواجه العنف والتحرش الجنسي"
"823","2902","اغلبهم كان دعم للمراه والدفاع عنها وعن التحرش وعن اهميه العمل"
"824","2904","تعريف التحرش و كيفية مواجهته"
"825","2906","التحرش فى العمل للسيدات والتحرش بالأطفال وختان الناث"
"826","2907","الزوج الاناني والعصبية وتربيه الأبناء بلا عنف"
"827","2913","مش بعرف اوصف الصراحه بس اتفرجت على التحرش والختان والكورونا والعنف"
"828","2914","العنف والتحرش"
"829","2915","قضايا العنف ضد المرأة كالاغتصاب والتحرش في العمل"
"830","2916","كان هادف وايجابي جدا"
"831","2921","الفرق بين الطلاق والخلع والتحرش فى العمل وازاى نواجهه  التحرش بالاطفال  واثار فيروس كورونا"
"832","2922","العنف ضد المرأة....التحرش"
"833","2925","الفرق بين الخلع والطلاق والتحرش"
"834","2926","عن التحرش وايه اللي ممكن نعمله لو اتعرضنا لكده او نساعد اذاي ناس اتعرضت للتحرش او اعتداء جنسي كمان شاهدت فيديو جميل جدا عن اذاي توفري في وقتك وف نفس الوقت تعملي اكل بيت ما تككليش دايما تاك اواي"
"835","2927","هي كانت فيديوهات عن جريمه الفيرمونت وحقيقي كل الدعم للمجني عليها"
"836","2930","التحرش الجنسي والختان وعمل المرأة والعنف ضد المرأة بأشكاله"
"837","2936","توعية المراه بحقوقها عند تعرضها للتحرش"
"838","2940","قضايا خطف أطفال من الزوج و قضايا النفقة والتمكين"
"839","2942","جيد"
"840","2947","التحرش ضد المرأة والطفل"
"841","2950","التحرش الجنسي وكيفيه التعامل معه وفيروس كورونا وزياده العنف الاسري وكيفيه التوفيق بين الشغل والبيت"
"842","2955","التحرش ،الاغتصاب ،شغل المراه"
"843","2962","نبذ العنف ضد المرأة"
"844","2966","التحرش بالاطفال- الفرق بين الخلع والطلاق-اهمية الشغل"
"845","2967","العنف ضد المرأة والتحرش في العمل"
"846","2968","مهم ومفيد"
"847","2969","التحرش وقضايا الطلاق والخلع"
"848","2972","عن التحرش ف العمل وتمكين المرأه  العامله وتنظيم وقتها"
"849","2975","التحرش الجنسي و عقوبته  التحرش بالأطفال وازاي تحميهم لبس البنات سبب التحرش اثر فيروس كورونا علي زيادة العنف المنزلي   منع ختان الاناث  جرائم الاغتصاب و كيفيه مواجهتها الفرق بين الخلع و الطلاق الآثار السلبيه من الفيرس علي شغل السيدات"
"850","2978","محتوي هادف وذو دلالة"
"851","2979","التحرش"
"852","2983",".عنف وتقليل من شأن المرأه وتهميش حقوقها"
"853","2984","جرائم التحرش بالمرأة والطفل وأثر كورونا"
"854","2988","التحرش العنف والاغتصاب والتضجر"
"855","2990","استفدت"
"856","2991","ازاي الرجالة والشباب يقفوا ضد العنف ضد المرأة /الآثار السلبيه لغيروس كورونا على شغل الستات /الفرق بين الخلع والطلاق"
"857","2994","بتتكلم عنن قضايا المرأة وكيفيه الحلول للمشاكل َالتغلب عليها"
"858","2996","يعني كانت عن التحرش وكمان كان في فيديو عن المرة ومساهمتها في المجتمع"
"859","2997","مواضيع عن المراه وعن التحرش الجنسي"
"860","3000","محتوى جيد"
"861","3002","فيديوهات عن التحرش وازاى نتعامل مع المتحرشين"
"862","3003","التحرش وكيفية التصدي له"
"863","3004","قضايا تخص الختان و عمل المرأة و الزواج المتعدد"
"864","3007","توعيه"
"865","3009","إذا كان لبس البنات سبب للتحرش و ازاي توفقي بين الشغل والبيت"
"866","3010","دعم  المرأه ف المجتمع.. وعدم التحرش الجنسي بها"
"867","3011","محتويات مفيده للمرأة"
"868","3016","مواجهه التحرش الجنسى واللفظى"
"869","3019","كورونا وازاى اثرت علينا ك ستات وازاى نواجه الامر وحقوق المرأه ف المجتمع ودورها"
"870","3023","كيف تدافع المراه عن نفسها ضد المتحرشين في نطاق العمل"
"871","3024","أهمية شغل الست"
"872","3026","معنى التحرش والتحرش بالأطفال والكبار وفى الشغل وازاي تحمى نفسك وطفلك"
"873","3028","بيتكلم عن ازاي الست قويه ولو اتعرضت لاي اذي تتكلم وصوتها مسموع وازاي تقدر توفق بين الشغل والحياه وتكون انسانه ناجحه وقويه"
"874","3030","كيفية التصرف في حاله حدوث أي أضرار للمرأة مثلا عنف أسري وكيفية الإبلاغ وكذلك الختان وآضراره وكيفية الإبلاغ والذي نفعله في حاله حدوث التحرش وايضا انواع واشكال التحرش وامتي نقول إن ده تحرش ومواجهه التحرش في العمل"
"875","3033","التحرش الجنسي للاطفال. العنف ضد المرأة .التحرش في العمل . الوقوف ضد التحرش"
"876","3034","جيد"
"877","3039","ازاى نحافظ ونتصدى للتحرش"
"878","3041","اثر فيرس كورونا فى العنف المنزل"
"879","3044","فضايا"
"880","3050","توضح مدى العنف ضد المراه وحسن التصرف والمحاوبات المتعدده برفعه المراه"
"881","3051","اتكلموا عن التحرش وتربية الابناء"
"882","3053","التحرش/دعم الرجل للمرءة"
"883","3058","قضايااا المراه مع المجتمع الاسره وازاي الست الي بتشتغل توفق بين البيت والشغل"
"884","3063","عن دعم المرأة ومواجهة العنف والتحرش"
"885","3071","حقوق المراة فى الزواج والطلاق والدفاع عن نفسها من مخاطر التحرش والاغتصاب والعمل السياسي"
"886","3074","قضايا التحشر بالاطفال ، العنف ضد المرآه ، الفرق بين الخلع والطلاق ، اثر فيروس كرونا ع علاقات المنزل ، قضه الختان للاناث وعقوبتها ، التحرش الجنسي وعقوباته ، الملابس هل سبب ف التحرش ام لا ، جرائم الاغتصاب ومواجهتها ، وغيرهم"
"887","3075","ازاي اعرف اتصرف اذا تم التحرش بيا او باي حد  وازاي يكون ليا دخل منفصل وازاي اقوي شخصيتي وازاي اقف قدام الناس بشخصيه محترمه وقويه"
"888","3076","توعوي"
"889","3077","مواجهه المرأه لجميع القضايا الاجتماعية سواء كانت في الخلع والطلاق او التحرش او الاغتصاب  او العنف ضد المراة ومواجهه المراة لفيروس كورونا المستجد في العمل او المنزل"
"890","3078","التحرش. الختان. حقوق المرأه. العنف ضد المرأه"
"891","3079","موضوعات كثيرة مثل التحرش الجنسى للاطفال بيتوصف البيئة المشجعة وحلول وأسباب المشكلة"
"892","3081","الحلقات ممتازة و اسلوبها ممتع جدا"
"893","3083","التحرش بالمرأة"
"894","3086","محتوي مهم بيوصل ازاي البنت ماتخافش لو اتعرضت للتحرش وأنها يكون عندها الجرأة انها تبلغ وفهمنا ايه هو علاج الخوف والقهر للمراه"
"895","3087","عن التحرش أثناء العمل والتحرش بالأطفال ومشاكل بنات"
"896","3089","التحرش الجنسي ، التحرش الجنسي في العمل ،الضغف في التعامل ، المشاكل الاسرية اثناء ازمة كورونا"
"897","3092","كان المحتوي مفيد ومساعد للمرأة لمواجهة العنف ف الحياه والعمل"
"898","3093","التحرش بالاطفال ختان الاناث  اثار فيروس كرونا علي العنف الاسري"
"899","3094","دعم للمرأة وازاي تتصرف خلال المواقف المختلفه من تحرش وعنف وازاي تتعامل مع المتحرشين سواء كان ف شغل أو مواصلات أو بيت"
"900","3095","معلومات حول التحرش والخلع والطلاق وكيفيه التصرف وتربيه الاطفال"
"901","3097","محتوى هادف ومفيد"
"902","3100","العنف ضد المرأه"
"903","3103","التحرش في العمل و كيف نواجهه"
"904","3108","عن التحرش الجنسي في العملية"
"905","3109","كيفيه التصرف مع متحرش"
"906","3112","شوفت فيديوهات عن الفرق بين الطلاق والخلع وختان الاناث وجرايم الاغتصاب وكيفية مواجهتها والتحرش"
"907","3113","التحرش الجنسي"
"908","3115","عن التحرش الجنسي وعن الختان وعن العنف ضد المرأة"
"909","3116","اثر الكورونا على العلاقات الزوجية 2تحرش أثناء العمل"
"910","3123","شوفت الفيظيوهات كلها اللى اتبعتتلي ع الواتس وكانت بتتكلم عن توعية الاطفال عشان التحرش وكمان ان اللبس مش سبب ف التحرش بالمراة وكمان عن التحرش ف العمل وكيفيه التصرف وطرسقة حفظ ادلة التحرش وكمان شوفت فيديو بيتكلم عن اهمية الشغل للمراة واثار فيرس كورونا على الشغل وعلى العنف الاسري عرفت اغمل ايه في ختان الاناث وانه يعد جريمه يحاسب عليها كل من اشترك فيها وان الدكتور اللى شارك في ده بيعاقب بالسجن سبوع سنوات وعرفت الرقم القومي لحقوق المرأه 19576 واخيرا احب اشكركم علي دعمكم للمرأة وتوعيتها ضد العنف وضد التحرش وضد كلةحاجه تاذيها وتأثر عليها بالسلب بجد شكرا"
"911","3129","التحرش الجنسي والعنف ضد المرأة"
"912","3131","موضوع التحرش"
"913","3133","ازاي الست تعرف تحمي نفسها ضد العنف"
"914","3134","تمكين ودعم المرأة"
"915","3135","ختان الاناث والتحرش والعنف المنزلي والفرق بين الطلاق و الخلع"
"916","3136","اللي فاكرها أعني العنف ضد المرأة والتحرش ودعم المرأة"
"917","3137","حقوق الزوجة عند الطلاق / التحرش وكيفية التصرف"
"918","3138","عنف اسري وتعليم واميه"
"919","3139","ختان الاناث"
"920","3140","العنف ضد المرأه"
"921","3141","كويس"
"922","3142","قضايا التحرش"
"923","3143","تمكين المرأة وحقوقها القانونية ومواجهة التحرش والعنف ضد المرأة والعقوبات اللازمة لمواجهة المتحرشين"
"924","3144","فيديوهات لتوعية و تقوية المرأة"
"925","3146","التحرش _الفرق بين الخلع و الطلاق _ ختان البنات _ آثار فيروس كورونا على عمل السيدات _ السبب في تعرض النات للتحرش"
"926","3155","قضايا المراة والتحرش"
"927","3157","حقوق المطلقة"
"928","3164","التحرش بالأطفال والتحرش بالمرأة فى مكان عمله ف ظل المراوغة حالة الاغتصاب  يكفية التصرف والإبلاغ وكيفية مساعدة الآخرين ومتى يتم الخلع اوالطلاق"
"929","3165","اسلوب جذاب وفيه المفيد"
"930","3166","التحرش"
"931","3169","التحرش بالمرأة"
"932","3173","جرائم الإغتصاب وكيفية مواجهتها"
"933","3177","دعم المرأة"
"934","3178","ممتازة وفيها بساطة في الطرح  .. الختان .. التحرش"
"935","3182","التحرش والختام والعنف ضد المرأة"
"936","3185","كل الفيديوهات عن دعم المرأة وحقها"
"937","3187","التحرش وكيفيه التعامل معه"
"938","3196","تابعت باهتمام الفيديو الذى يتناول قضية التحرش بالمراة"
"939","3198","يعنى اية تحرش وهل لبس المرأه سبب فى التحرش ومواجهة التحرش فى العمل ومواجهة ختان الاناث وازاى الرجالة ممكن تدعم فى مواجهة العنف ضد المرأة"
"940","3199","مفيد جدا وخاصة فيديوهات مواجهة التحرش في العمل واتحرش بالاطفال"
"941","3200","اتكلم عن التحرش بالمرأة والبنات الصغيرين اللي بيتدربوا  جديد في العمل والتحرش بالأطفال ممكن يكونوا من ناس مقربين والعنف ضد المرأه في زمن الكرونا وازاي ممكن ننبه الرجل والشباب المتزوجين بوقف العنف ده والتحلي بالتفاهم وكذلك المرأه"
"942","3202","العنف ضد المرأه    والتحرش في أماكن العمل"
"943","3205","ماهي حقوقي وواجباتي - كيفية التعامل مع مشكلة التحرش وماهي أسبابها"
"944","3210","ختان الاناث واختيار الرجل والتحرش فى العمل"
"945","3214","الاعتداء ع الاطفال"
"946","3217","كان كذا حلقه عن التحرش والاغتصاب وختان الاناث والآثار السلبيه لفيروس كورونا واول حلقه كانت جوله تعريفيه"
"947","3220","حماية الأطفال ضد التحرش الجنسي"
"948","3222","عن التحرش"
"949","3228","التحرش ، ختان الإناث"
"950","3231","التحرش الجنسي وكيفية الحماية منه"
"951","3252","اثر الفيروس علي شغل الستات ختان الاناث التحرش الوظيفي"
"952","3253","الاول عن لبس المرءاه هل هو سبب التحرش ولالا اشكال التحرش وانواع التحرش"
"953","3265","ممناز دائما ابحث عم راي نهاد ع التلفاز باي برمامج"
"954","3266","ازاي نواجه التحرش ف العمل و الفرق بين الخلع والطلاق و آثار سلبية الكورونا علينا ك ستات"
"955","3268","التحرش الجنسي،هل اللبس أحد أسباب التحرش،الختان،الاغتصابب،"
"956","3270","دعم المراة ومشاكل اللي بتواجهها"
"957","3273","تجريم ختان الاناث"
"958","3278","مشاكل عائليه وزوجيه لزوجات مع اسرهم وازواجهم"
"959","3279","حقوق المراة"
"960","3287","دعم وزيرة الصحة المصرية ضمن أكثر السيدات تأثير في افريقيا"
"961","3288","رسالة للأطباء أوقفوا الختان - قضايا الاغتصاب وكسر الصمت - زواج البنات"
"962","3291","كان فيدوهات بتتكلم عن ازاى الست تقدر تكون ليها وجود وتشتغل زيها زي الراجل وتتقلد مناسب عليا"
"963","3313","فيديو عن التحرش و خصوصا الأطفال"
"964","3324","دعم ضحية حادث فيرمونت"
"965","3330","غالبا بيكون عن حرية المرأة وغالبا ف لبسها لبسها سواء محتشم او فاضح كمان اتفرجت على كام فيديو لدعم المرأة العاملة"
"966","3331","مفيدة"
"967","3340","الطرق القانوينة الافضل المراءة للحفاظ علي وضعها الاجتماعي"
"968","3342","قضايا المراه"
"969","3343","الخلع والطلاق وختان الاناث والتحرش الجنسى"
"970","3346","رسالة للأطباء أوقفوا الختان/ قضايا الاغتصاب/ زواج القاصرات/ البنات والانترنت/ متري أسعد وعزيزة حسين"
"971","3351","التحرش الجنسى"
"972","3352","جرايم الاغتصاب وازاي نوجهها والتحرش في العمل"
"973","3353","سن ال 40"
"974","3354","مكان الشغل وعلاقات الشغل عباره عن علاقات عمل مينفعش اسمح باي تجاوز سواء نكته او هزار"
"975","3358","فيديوهات نهاد أبو القمصان عن التحرش ومواجهته"
"976","3363","التحرش الجنسي بالمراه واسبابه وعقوبته"
"977","3364","لو شوفت حد تحرش بحد قدامي لازم ادعمه واشجعه ياخد حقه وان القوانين في صفنا ومنخافش"
"978","3366","التحرش  الختان"
"979","3369","التحرش"
"980","3370","يلقي الضوء حقوق المرأة في المجتمع ومواجهة بعض الأمور التي تعنف المجتمع ضد المرأة واتحرش وخلافه"
"981","3372","التحرش في العمل"
"982","3374","التحرش بالاطفال والختان وبعض القوانين كتير بصراحة موضوعات جديه وواقعية"
"983","3375","عن التحرش الجنسى وغيره"
"984","3376","التحرش و مبرراته و الردود علي المبررين للتحرش"
"985","3379","عن التحرش"
"986","3380","كان بيتكلم عن المرأه العامله بين العمل و البيت"
"987","3381","ايه هو التحرش ولو حصلي تحرش اتصرف ازاي وازاي ممكن احمي نفسه أو بنتي منه"
"988","3383","قضية التحرش"
"989","3385","فيديو التحرش وازاي نتعامل فيديو الختان وازاي نمنع حاحه زي كدا فيديو"
"990","3386","مفيده"
"991","3388","واحد عن التحرش واسابابه  وواحد بيحكي عن اذاي نمنع ختان الاناث وايه اضرار الختان وخصوصا ان ملهوش اي فوائد       وكمان اذاي احمي نفسي من التحرش"
"992","3389","التحرش وحقوق المرأة وكيفية التعامل فى حالة التعرض للتحرش"
