"","V1","V2"
"754","3085","حلقه عن مواصفات اختيار المرأه للرجل كزوج في السنوات الاخير ان يكون له مواصفات جسديه غير قوية"
"755","3086","بصراحة معلومات اول مرة اسمعها وجرأة كنت محتاجة اكون جريئة زيها كده بجد فخورة اني واحدة ست علشان فيه واحدة زيها لتعرفوا حقوقنا وواجباتنا"
"756","3087","عن التحرش في العمل التحرش بالأطفال الرد علي عبدالله رشدي"
"757","3095","مفيده جدا ولطيفه"
"758","3097","هادف ومفيد لل،اية"
"759","3108","مرة عن ختان الاناث وعن دور المرأة في المجتمع"
"760","3109","الاغلب علي القانون"
"761","3124","التحرش وقضايا المرأة ف المحاكم"
"762","3128","ختان البنات"
"763","3131","موضوع التحرش وموضوع كرونا واثره على حياة الاسرة"
"764","3133","مساندة المرأة والمحافظة ع حقوقها وتعريفها اياها"
"765","3134","برنامج توعوي"
"766","3136","أكثر حاجه فاكرها التحرش والختان"
"767","3137","عن حقوق الزوجة فى الطلاق / عن التحرش"
"768","3140",".العنف ضد المرأه"
"769","3143","اعتقد كان عن التحرش / والقانون وحقوق المرأه"
"770","3146","الطلاق، _ الخلع _ الحضانة _"
"771","3150","بصراحه انا معرفش اوصف لكن حبيت البرنامج لانها بتدينا المعلومه القانونيه بشكل قصص واقعيه بشكل مشوق وكمان فقره الاسئله الي بتجاوب عليها استاذه نهاد حلوة جدا لان فيها اسئله مختلفه ممكن اي حد يستفاد منها بشكل سريع وكمان طريقه الكلام وأسلوب عرض بصراحه رائع مش بحس بملل بس انا موظفه ومطلقه وبتابع أولادى طول النهار ارجو عملت حلقات خاصه يوم الجمعه والسبت تحديدا نتكلم فيهم عن كل مايخص المراه وفساد تنفيذ الاحكام مما يهدر حق المراه"
"772","3152","حقوق المراه"
"773","3160","تشجيعي جدا ملهم و فرق معايا شخصيا"
"774","3161","التحرش وكيفية التوفيق بين الشغل والبيت ودور الحما فى حياة الابناء"
"775","3165","شيقه ومفيده"
"776","3166","قضاياالمراءه الطلاق وحقوق المراءه"
"777","3169","عن التحرش"
"778","3173","ازاي توفقي بين الشغل والبيت"
"779","3177","قضايا المرأة"
"780","3179","عن جرائم الاغتصاب"
"781","3182","العنف ضد المرأة و التحرش"
"782","3184","حلقة عن قانون الخلع"
"783","3185","كانت بتتكلم عن حقوق المرأة وازاي تحمي حقها ف أي حاجة في المجتمع"
"784","3196","المرأة وكيفية الحصول على حقوقها التى كفلها لها القانون والمجتمع"
"785","3198","الحلقات الخاصة بختان الاناث"
"786","3199","جذاب"
"787","3200","عن العنف ضد المرأه التحرش"
"788","3201","برنامج بيهتم بقضايا المراءة عموما مثل قضايا الطلاق والنفقه وغيروا وقضايا التحرش وكيفية التعامل معاها"
"789","3202","كانت عن نون النسوه ودور المرأه"
"790","3209","عن ختان الاناث وعن التحرش"
"791","3210","حلقة ختان الاناث واختيار الرجل"
"792","3211","حقوق المراه فالاسره"
"793","3217","عامه كانت عن التحرش كذا حلقه عن التحرش وانواعه والاماكن والآثار السلبيه لكورونا وختان الاناث ملحوظه انا ضغطت على من ثلاث لست حلقات بالخطأ"
"794","3226","ممتاز وموضوعي"
"795","3228","الطلاق ،زواج القاصرات"
"796","3246","المحتوى عن دعم المرأة وتطور ها"
"797","3259","عن كيفية تصدى المرأة لتحرش فى العمل"
"798","3263","فيه حلقات بتناقش بعض المشاكل المرأه.. مثل الطلاق وحقها ف رؤيه أطفالها.. وختان الاناث.. والزواج العرفي"
"799","3265","اهم شئ تعرفينا كنساء بحقوقنا حتي لايتلاعب بنا احد"
"800","3267","عن أسباب الانفصال"
"801","3273","تجريم ختان الاناث"
"802","3279","عرض لمشكلات وشرح القوانين والحقوق والواجبات"
"803","3287","حلقة الختان وحلقه عن زواج البنات الصغيره"
"804","3288","وقف الختان قضايا الاغتصاب-انتي مش لوحدك معظم القضايا اللي تتعلق بالمرأة"
"805","3291","هحاول اجمع بس غالبا كان بيتكلم عن زواج القاصرات او المشاكل  الاسرية وازاى تتحل وايه اللي مفروض تعملي لو الزوج طلبك في بيت الطاعة  علي ما اتذكر"
"806","3303","قضايا المرأه"
"807","3316","كويسه جدا بتوعي المراه وبتساندها ف القضايا المختلفة"
"808","3317","الطلاق"
"809","3323","ختان الاناث  زواج البنات الاغتصاب"
"810","3327","عن الختان"
"811","3329","عن الخيانه الزوجيه تقريبا"
"812","3331","برنامج بيحاول ينصفنا ويتكلم اللى جوانا بصيغه قانونيه واضحه"
"813","3346","* قضايا الاغتصاب والعنق الجنسي ونصائح لتقليل التعرض للاغتصاب ومواجهة الجريمة إذا وقعت/ ختان الإناث عادة موروثة وليس لها علاقة بالدين ويجب الحفاظ على البنات من غير قطع جزء منهم ومناشدة للجيش الأبيض لحماية البنات من هذه الجريمة/ بيان للنيابة العامة بخصوص إحالة والد ندى  ضحية الختان والطبيب/زواج البنات القاصرات وقصة مأذون عقد قران عرفي لطفلة وحملت ورفض الزوج توثيق الزواج/موضوع اثنين ستات من أفضل النساء اللاتي عرفتهم مصر ماري أسعد وعزيزة حسين تم تكريم أسمائهم من اللجنة الوطنية لمحاربة ختان الإناث."
"814","3348","الاغتصاب وتشوة الاعضاء التناسلية للفتايات والتحرش"
"815","3352","حديث عن حقوق المرأه"
"816","3353","الخلع والطلاق.. حلقة الزوجة الثانية أو الزواج الثاني"
"817","3354","حلقه الشاب احمد اللي تقدم للزواج من فتاه وكان شرطه انها تسيب شغلها"
"818","3363","التحرش الجنسي للاطفال"
"819","3364","حلقة عن التحرش وان ليس البنت مش سبب اساسي وازاي نتعامل ومنخافش ، وكان فيه حلقه عن معرفة الفرق بين للطلاق والخلع وتلجأ لاي حل فيهم امتى ، وحلقة عن فيرس كرونا وتأثيره على العمل"
"820","3372","قضايا التحرش والتوعيه"
"821","3374","شهدت عن التنمر والاغتصاب وتفسيم الهام المنزلية ليكون فيها وقت لنفسي وعن الاهتمام بقضايا الاطفال وازى احميهم من الاعتداء او التحرش وكمان عن الختان وامتى نحتاجه وكمان عن قانون التصالح وبعض القوانين الخاصة بالعقارات"
"822","3381","كانت حلقات مضمونها انو ازاي ادافع عن نفسي قانونيا لو حصلي تحرش أو اغتصاب وايه النقط الجديدة الي اتضافت للقانون المصري عشان يحمي سرية بيانات البنات المبلغين وشفت حلقات بردو عن الختان واضراره الصحية والنفسية والبدنية والدينية"
"823","3386","قضايا و في الغالب قضايا المرأه"
"824","3387","مفيد جدا خصوصا المحتوي القانونى"
"825","3389","التحرش"
"826","3399","الخلع - تمكين المرأة"
"827","3400","احدي الحلقات كانت عن الختان وعقوبته"
"828","3409","قضايا المرأة"
"829","3418","شامل"
"830","3425","معرفة لحقوق المرأة قانونيا"
"831","3434","معرفه الحقوق القانونية للزوجة"
"832","3435","اكتر حلقه عن قضايا النفقه وكمان الميراث عموما البرنامج بيعجبني جدا"
"833","3438","مشاكل لسيدات اتصرفوا فيها بشكل خاطيء لعدم وعيهم بالقانون"
"834","3441","قانون الأسرة و الناشز"
"835","3442","قصص عن ستات بتبعت مشاكلها"
"836","3443","ازاي احمي طفلي من التحرش و اوعيه انه يحافظ ع نفسه و ازاي اتصرف مع مواقف التحرش اللى ممكن أتعرض ليها و ازاي افيد صحباتي و اتصرف مع حالات التحرش اللى ممكن اي واحده تتعرض لها قدامي"
"837","3449","ازاى المرأة تدافع عن نفسها  وإن السن مش عقبة"
"838","3453","المحتوي بيتلخص في كيفيه التصدي لمشكلات  أغلبها ضد ألمرأة مثل التحرش والختان"
"839","3465","كان المحتوى يخص حقوق المرأة التى خلعت زوجها"
"840","3488","ملخصهم ان الست مايكونش كل تركيزها الراجل بل تشوف حياتها هي كمان وتهتم بنفسها و بعيالها و تطور من امكانيتهم"
"841","3492","عن زواج القاصرات والختان"
"842","3494","حقوق المرأة الختان أهمية تعليم البنات وعملهم"
"843","3495","ازاي نوقف نواجه العنف ضد المرأه"
"844","3506","التحرش بالاطفال"
"845","3508","التحرش ومشاكل الزواج والحموات"
"846","3512","كانت حاجه عن محاكم الاسرة والرؤية"
"847","3516","حلقه عن اختيار الزوج وحلقه عن رفض الاهانه وعن العمل"
"848","3517","كان فيه مرة حلقة عن الكلام اللي ممكن يتقال من أحد الطرفين وبيبقى خطر ومؤشر سلبي في العلاقة وكان فيه حلقة تانية عن التعدد ووجود زوجة تانية"
"849","3519","ملكية الشقة ....العنف الأسري"
"850","3521","مقتطفات عن قانون الحضانة و الرؤية  التحرش ومن ضمنهم التحرش الالكتروني وفقرات د. نهاد في برنامج الستات مبيعرفوش يكدبوا"
"851","3523","شيفة وسلسلة تخاطب جميع المستويات"
"852","3526","الاغتصاب ...القضايا الشخصيه ...حضانه الابناء"
"853","3530","بيحاول توصل لدماغ الناس و بطريقتهم"
"854","3533","برنامج اجتماعى لحقوق المرأه"
"855","3542","قضايه المرأة"
"856","3547","التحرش"
"857","3549","ختان الاناث"
"858","3552","التحرش و الحضانة والنفقه"
"859","3554","التحرش  الختان الطلاق والخلع الاثار السلبيه لكرونه والتحرش في العمل"
"860","3559","الزواج الثاني"
"861","3564","تريندات شائعة وقضايا تخص المرأة مثل التحرش"
"862","3565","الختان  قضايا الميراث التحرش النفقة  تعرض المرأة للضرب"
"863","3567","تحرش و ختان وطلاق وشغل الاناث"
"864","3568","حقوق ودعم المرأة الانتهاكات ف حق المرأه"
"865","3571","كانت في حلقة بتتكلم عن الزوجة الثانيه وحلقه اخري للرجال فقط"
"866","3572","التحرش. الحجاب"
"867","3574","حقوق المراة وبعض المشاكل القانونية"
"868","3575","محتوى توعوي هادف يناقش الحقوق القانونية للأفراد ما لنا وما علينا"
"869","3583","اهميه الشغل،التحرش ف الشغل الاغتصاب،ختان الاناث"
"870","3585","ان المرأة لازم تكافىء نفسها على مجهوداتها"
"871","3586","حلقات عن المرأة وحقوقها والتحرش وازاي تدافع عن نفسها . وتقدر تاخد حقها من التحرش أو العنف ها"
"872","3587","ممتاز"
"873","3592","الختان- العنف المنزلي اثناء الكورونا- التحرشوالاغتصاب- ازاي نوقف العنف"
"874","3596","يدعم المراءه وحقوقها بشكل كبير"
"875","3598","الختان.قضايا الاغتصاب.اهم امراتان فى مصر"
"876","3600","توعيه لحقوق المرأه القانونيه والاجتماعيه"
"877","3604","حقوق المرأه"
"878","3629","العنف ضد المراة اكتر حلقة عجبتنى"
"879","3630",". قضية الفيرمونت"
"880","3631","انا حرة ، فتح قضية اغتصاب الفيرمونت"
"881","3636","تعامل الرجل وقصص مأساويه عن الضرب والأهانه للزوجات بحجة أن الزوجه مستفزه"
"882","3640","حقيقي الاستفاده القانونيه لحقوق المرأه ومساندتها في حاله احتاجت اي مساعده"
"883","3641","المشاكل التي توجه معظم بيوت مصر"
"884","3651","العنف ضد المرأة في وقت الكورونا"
"885","3658","نوعيه بمشاكل المراه وحقوقها"
"886","3664","قضايا ميراث وطلاق وخقوق المراة ومشاكل الاولاد"
"887","3666","الحلقه كانت عن قضايا المرأه وعملها في المجتمع"
"888","3669","عن وضع المرأة والعنف والأطفال وتربيتهم"
"889","3685","حلقات عن التحرش بالمرأه"
"890","3700","قانون الاسره"
"891","3708","تتضمن الاجابة عن بعض الأسئلة القانونية للمشاهدين"
"892","3709","التحرش والعنف ضد المرأه وعن عمل المرأة وازاى توفق بين بيتها وعملها"
"893","3713","كان عن الاستفاده بالوقت حتى لو بعد 45سنه"
"894","3717","عن التحرش"
"895","3722","مهم و ملئ بالايفادة"
"896","3724","الختان  العنف ضد المراة"
"897","3727","خلقة عن التحرش و كيفية المواجهة و كمان عن كون التحرش جريمة و نقابها و ازاي نوعي بناتنا عنه و ازاي تقدر تواجه المتحرش في مجتمعنا"
"898","3733","كانت حلقه عن الزواج المبكر تقريبا"
"899","3736","محتوي محترم ويخاطب كل الفئات"
"900","3755","محتوي جيد وخصوصا قضايا المراه"
"901","3757","الفرق بين الخلع والطلاق .العنف ضد المراة ."
"902","3758","حلقات عن العنف الاسرى وكيفية التعامل وحلقات عن التحرش"
"903","3761","متقن"
"904","3764","العنف ضد المرأه-ختان البنات -"
"905","3768","عمل المرأة من المنزل والمشاريع والوزاره التي تدعم المشاريع الصغيره كشركه عامه او اعمال"
"906","3770","مشاكل بتخص المرأه وهيا بتعرفنا إزاى نتعامل معاها"
"907","3778","شيق ومفيد"
"908","3780","التحرش وكيفية مواجهته بالطرق القانونيه والطاقة السلبية والعنف المنزلي وفيروس كورونا"
"909","3782","سن الاربعين عند الستات ...الشغل للستات ...الضرب والتعنيف للستات..."
"910","3783","التحرش للزملاء الجدد وكيفية استغلال الزملاء الجدد ومحاوله التحرش بهم اهمية الشغل فى حياه المرأه المتزوجة وازاى اقدر اوفق بين الشغل والبيت(زوجى واطفالى)"
"911","3784","عن التحرش وحقوق المرأة"
"912","3787","فديوهات على الواتس اب عن العنف ضد المرأه وأثر فيروس كورونا على العنف المنزلي وانتي مش لوحدك"
"913","3789","حلقة بتتكلم عن العنف ضد المرأة"
"914","3792","الميراث /ختان الاناث"
"915","3801","عن التحرش فى العمل واهميةالشغل والبيت وختان الاناث والفرق بين الطلاق والخلع وأثر فيروس كورونا على زيادة العنف المنزلى"
"916","3802","ختان الإناث، التحرش"
"917","3806","سمعت عن  قانون الميراث للسيدات وعن المرور وحقوق الأطفال"
"918","3813","ختان الإناث ، حقوق المطلقات ، زواج القاصرات"
"919","3818","قضايا إجتماعية تتحدث عن بعض حالات الطلاق و العنف ضد المرأة"
"920","3819","محتوى قيم ومفيد"
"921","3821","دور الاسره في تربيه الولد وازي تفهمه مفهوم الرجوله وتخلق راجل تعاون ويفهم يعني ايه حياه زوجيه قايمه علي المشركه والتعاون والتفاهم والمساواة وعدم للجوء للعنف مع المراءه والتعامل ازي لو حصل عنف ضد المراءه واهم الوسائل المتاح اللجوء ليها"
"922","3823","حكايات متنوعة"
"923","3825","جواز البنات وقضايا الاغتصاب وإيقاف الختان"
"924","3828","تمكين وحقوق المرأة"
"925","3830","عمليه ختان الاناث ودور الاب والام فيها وطريقه وحشيه الدكاتره فى ختان الاناث وهذه العمليه عماليه اجراميه لازم يعاقب عليها القانون لانها تضر بنفسيه البنت اهتمام اللاهل بالبنت وومتابعتاه والاهتما بها ولازم تلاقى حديشمعها فى البيت مراعاه الام بالابناء ومحافظه البنت على نفسها دور المراه فى المجتمع يسعى الى ال قى فى المجتمع دورها كوزيرهاو طبيبهاو وزيره ومدرسه ومهندسه توظى الى الرقى فىالامجتمع"
"926","3837","ارفض العنف وأخذ موقف قانوني ضدد اي شخص حتي لو كان الزواج حلقات الميراث والحفاظ علي ميراثي"
"927","3838","عن المرأة"
"928","3844","حلقه كانت عن أن الست لما البيت يفضا عليها لازم تشوف أصحاب تهتم بنفسها كدا يعن"
"929","3848","اول حلقه شوفتها كانت بتتكلم عن حقوق الاطفال المشتتين بين الوالدين المطلقين وقد ايه ده بعمل خلل ف نمو الطفل النفسي داخل المجتمع وانه دايما بيحس انه اقل من اقرانه من الاطفال بسبب وجود بعض المشاكل ف حياته وبيكون السبب الرئيسي فيها هما الاباء والامهات"
"930","3849","عن البنات اللي مكتوب كتابها وبتغلط"
"931","3851","كانت بتتكلم على البنت اللى كان مكتوب كتبها بس اتجوزت قبل يوم الدخله"
"932","3853","الميراث..الختان..تاثير الفيس علي اراء السيدات"
"933","3856","ازاي أحمي نفسي لو تعرضت للتحرش، وانتي اكون ليه شخصية"
"934","3857","حقوق المراةء"
"935","3858","التحرش الجنسي"
"936","3860","قضايا المراة فضايا الايجارات  الختان"
"937","3862","مناقشة لقضايا مجتمعيه بتلمس حياتنا بطريقه سعله بنفهم حقوقنا وواجبتنا وان الست تقدر تكون نفسها"
"938","3866","جميعها خاصة بقضايا المراة"
"939","3869","عن الاثار السلبيه ل فيرس كورونا و التحرش وعن الراجل او الشاب يوقفوا عنف"
"940","3870","حلقه حقوق الزوجه  وزواج القاصرات وحلقه الميراث"
"941","3873","الزواج المبكر التحرش"
"942","3874","حقوق المرآه القانونيه وكيفيه معاملتها"
"943","3881","التحرش رد علي اسئلة وقضايا المشاهدين"
"944","3886","الختان وضرب المرأة وأشياء أخرى لم اتذكرها"
"945","3890","التحرش الجنسي والعنف ضد المراة"
"946","3905","حقوق المراءة"
"947","3909","حلقات عن العنف ضد المرأه وعن حضانة الأطفال بعد الطلاق"
"948","3913","التحرش الورث الحقوق للمراه الرؤيه للطفل"
"949","3914","محتوى اجتماعى قانونى فى صف المرأه المضطهده"
"950","3921","حلقة عن حرية البنات في التعليم وانها ممكن تسافر لوحدها وحلقة ازاي اكون شخصية مهمة"
"951","3924","اللي فاكراه شفت حلقه بتشرح ازاي اخلي اللي حواليا يحترمني"
"952","3927","ختان الاناث وقضايا المرأه"
"953","3937","عن المشاكل التي يواجهها الرجل والمراه"
"954","3942","محتوي هادف عن الحقوق والواجبات للمرأة والرجل ولكن للمرأه بالاخص"
"955","3943","محاميه شاطره بتحكي قصص لسيدات تعرضن للظلم وقضايا هيا قبلتها والطلاق"
"956","3944","كيفيه التعامل مع الحيوان"
"957","3948","ختان المرأة والفرق بين الخلع والطلاق والتحرش العنف ضد المراه و نزول المراه للعمل"
"958","3954","كل ما يخص المرأه وحقوقها وقضايا مجتمعيه هامه وشائعه وحلها وتوعيه المواطنين"
"959","3963","العنف المنزلي. وحلقه كانت واحده بتسأل ان اخوها عايز نص مرتبها"
"960","3966","الختان ومشاكل الزواج"
"961","3972","كان عن الطلاق وشهور العدة"
"962","3976","مشاكل وحلها بالقانون"
"963","3978","استشارات قانونيه ومواضيع تخص المرأة وتمكينها"
"964","3982","محتوى بيهدف لتوعية المرأة المصرية بحقوقها"
"965","3983","ختان البنات الرجالة عايزه مننا اي الميراث"
"966","3987","مش بعرف اعبر او اوصف بس فعلا برنامج بيضمن حقوق المراءة"
"967","3989","ختان الاناث _ تعنيف وضرب النساء _ التحرش بالنساء والاطفال"
"968","4000","تجريم ختان الاناث"
"969","4004","محتوي جيد"
"970","4009","مشكلة البنات والانترنت"
"971","4016","بصراحة محتوى هادف و دقيق و بتعرفى ايه اللي بتتكلمى فيه و بطريقة حلوة و كمان بتعملى كدا لانك حابه دا مش عشان اى حاجة و حضرتك افدتينا"
"972","4021","مشاكل وحلها للمراة"
"973","4027","عن التحرش حلقة ختان البنات"
"974","4041","مفيد قيم"
"975","4044","حقوق المرأه الزوجيه"
"976","4047","لما بتعصب مبشوفش قدامي"
"977","4054","الطلاق"
"978","4060","واحدة عن  خلافات الازواج"
"979","4071","قضايا مهمه ف المجتمع"
"980","4072","حقوق المطلقات"
"981","4075","قضايا المرأة وخصوصا القصص اللي كانت بتعرضها وطرق الوصول لحلها"
"982","4076","عن الزواج المبكر للفتيات واتحاد العمارة اللاحسن سيدات لاننا بنهتم بالتفاصيل وبحب فقرة اسئله السوشيال اللي بارد عليها ف البرنامج لانها متنوعة"
"983","4086","جيد"
"984","4089","عن حقوق المرأة والابناء عند طلاق الزوج والزوجة، ،،  عن الورثه ،،، عن التحرش والختان"
"985","4095","انها بتتكلم عن حقوق المرأه في المجتمع المصري والدفاع عن حقوقها وايضآ تتحدث عن مقاومه المرأه للتحرش اللفظي او الجسدي وعدم السكوت عن ذلك الشئ"
"986","4098","كانت بتتكلم عن خطوره عمليه الختان للبنات"
"987","4099","شوفت مقتطفات زى مثلا ان اللى يقدم الاستقاله مينفعش يرجع وحاجات كده بس جوزى بيتابعه لانه محامى"
"988","4107","شفت فقرة عن بنت صعيديه سافرت واشتغلت ونجحت"
"989","4112","نصائح مهمة لمواجهة التحرش"
"990","4114","حكايات عن الطلاق أو زواج الاجانب"
"991","4119","الخلع"
"992","4124","ازاي تبقي سعيدة"
"993","4130","ختان الاناث والتحرش الجنسي والتحرش بالاطفال"
"994","4133","قضايا المراه العامله"
"995","4137","توعية المرأة بضرورة المحافظة على جسدها ضد التحرش، وتوعيه مجتمعها والحفاظ على أطفالها وماذا نفعل في حالة مشاهده حالة تحرش ضد زميل .. باختصار حلقات تهتم بتوعية المرأة بالحفاظ على محيطيها من التحرش وسلبيات المجتمع."
"996","4139","قضايا اسريه واجتماعيه وحلها القانوني"
"997","4141","حلقة بتتكلم عن العادات والتقاليد"
"998","4156","المحتوى مفيد جدا وهام للعلاقات الاجتماعية وأحبه جدا"
"999","4157","عن العقود وعن إلغاء التوكيلات وعن الحكم على المتحرشين"
"1000","4163","محتوى تثقيفي توعوي مؤثر"
