"","V1","V2"
"1081","3988","الختان والعنف الاسري"
"1082","3989","كل الموضوعات اللى سمعتها جيده جدا حتى بعض المقاطع الصغيره على الفيس بوك ولكن افضل موضوع من وجهة نظرى هو الختان لانه للاسف مازال مستمر وبكثره ويدمر مستقبل فتيات كثيرات"
"1083","3997","الاهتمام بالمراءه"
"1084","3998","المراه"
"1085","4000","تجريم ختان الاناث"
"1086","4009","ازاي تبقي شخصية مهمة"
"1087","4013","بيتكلم عن المجتمع وحقوق المرأه"
"1088","4015","اكتر حاجه بتعجبني فيه انه دايما بيدافع عن حقوق المراه"
"1089","4016","أنا المواضع كلها عجبتنى بلا استثناء بس اسلوب حضرتك هو اللى حبيبنى أكتر فى البرنامج"
"1090","4021","دعم المراة"
"1091","4027","كل المواضيع"
"1092","4030","زواج القصرات"
"1093","4041","الفرق بين الخلع والطلاق, اثر فيروس كورونا على زيادة العنف المنزلى"
"1094","4044","حقوق المرأه"
"1095","4047","كلها هادفه"
"1096","4054","تشجيع المرأة على العمل"
"1097","4060","الخلافات الزوجية"
"1098","4062","العنف ضد المرأة فقرة الأسئلة واجابتها النماذج الجيدة للمرأة"
"1099","4068","موضوع الختان"
"1100","4071","ازاي نمنع ختان الاناث"
"1101","4072","حل مشاكل المطلقات والنفقة"
"1102","4073","الكلام عن السلوكيات المختلفة فى تربية الاولاد"
"1103","4075","الموضوع نفسه ع اد ما بيكون صعب بس له حل"
"1104","4076","كل المواضيع مهمة مفيش موضوع معين"
"1105","4086","حقوق المرأة"
"1106","4089","التحرس ،،،"
"1107","4093","مشاكل الطلاق"
"1108","4097","توعيه المرأه وا<U+FEFB>ستشارات القانونيه"
"1109","4098","موضع الختان"
"1110","4099","المواضيع اللى تخص قضايا المرأة"
"1111","4124","ازاي تبقي سعيدة"
"1112","4130","الختان"
"1113","4133","تعريف المراه بحقوقها"
"1114","4134","نصائح لاختيار شريك الحياة"
"1115","4136","نساء الحظر والتهديد"
"1116","4137","العمل في حالة التحرش بالطفل بالفعل جاءت هذه الحلقة في وقت ضروري بالنسبه لي."
"1117","4139","الخاصه بحقوق المراءه والميراث"
"1118","4141","العادات والتقاليد واحترام رأي المرأة"
"1119","4146","مواضيع كتير توعيه قانونيه بحقوق المراه وموضيع تناسب الاسره عموما"
"1120","4156","كيفية التعامل مع الآخر . فهم الأجيال الاحدث. دراسة الأبوة قبل الخلقة"
"1121","4157","المواضيع المدنية إحنا مش عارفين حقوقنا ولو عرفنا مش بتعرف الإجراءات القانونية اللازمة"
"1122","4163","اهمية الشغل وازي اوفق بين الشغل والبيت ،، وسلبيات كورونا على شغل الستات"
