v1,linex,assignment,should_exclude,responded,donation,network,sms,date,link,responseidx,responseidy,payment_amt
233,2,WhatsApp_Group,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Orange,0,2020-09-10 13:40:33,original_link,R_3knfNag6R81kua2,R_1TFIidR4qA0lBv3,15 EGP
234,2,WhatsApp_Group,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Orange,0,2020-09-11 15:00:32,original_link,R_3knfNag6R81kua2,R_3Jwa7BT9EPU2b2R,15 EGP
235,2,WhatsApp_Ind,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Orange,0,2020-09-23 05:20:49,original_link,R_1i3ydibOhWLwTRC,R_1gwkNmUvni70Eux,15 EGP
236,2,WhatsApp_Ind,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Orange,0,2020-09-24 06:24:40,original_link,R_1i3ydibOhWLwTRC,R_3exIk4djcnS3h27,15 EGP
237,2,WhatsApp_Group,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Orange,0,2020-09-22 13:28:58,original_link,R_8J4hY8YyYBFTgch,R_UQLTBh3Zk2mWPV7,15 EGP
238,2,WhatsApp_Group,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Orange,0,2020-09-24 06:05:19,original_link,R_8J4hY8YyYBFTgch,R_28zYpa9nh2nuHWo,15 EGP
239,3,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 13:08:37,original_link,R_TpfdSYk3HodSq2J,R_1gcm95ca4P4Wl3S,25 EGP
240,3,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-15 14:42:07,original_link,R_TpfdSYk3HodSq2J,R_1Qsd6RCgbikh7oE,25 EGP
241,3,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-11 03:33:37,original_link,R_2aWt7TZOmfKK5U7,R_1hQif1cpovCWYGN,25 EGP
242,3,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-10-05 03:34:15,original_link,R_2aWt7TZOmfKK5U7,R_3KHBLZbf5xvYb44,25 EGP
243,3,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-15 17:37:24,original_link,R_2Rab19S1SurKyxo,R_1mfSfx1lK1ZFudB,25 EGP
244,3,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-16 07:06:14,original_link,R_2Rab19S1SurKyxo,R_2OJufWwBCw1WWKg,25 EGP
245,3,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 12:29:33,original_link,R_1ln7yDuuvuM4gRw,R_3KTJceailTGFP5L,25 EGP
246,3,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",,0,2020-09-22 02:30:07,original_link,R_1ln7yDuuvuM4gRw,R_upJpjuGhYAw4Nbz,25 EGP
247,3,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 16:48:48,original_link,R_1HbEs035KeJuKqA,R_2OHkUQ30tt6RniP,25 EGP
248,3,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-17 20:38:45,original_link,R_1HbEs035KeJuKqA,R_2fiy1WpWMJwtI3f,25 EGP
249,3,Remind_Show,1,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-15 03:28:03,original_link,R_3oC0OzkvUckAFbI,R_1fcGM1fRYXRceya,15 EGP
250,3,Remind_Show,1,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-15 04:57:12,original_link,R_3oC0OzkvUckAFbI,R_269kkE7jWwdot2P,25 EGP
251,3,Remind_Show,1,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-15 08:07:08,original_link,R_3oC0OzkvUckAFbI,R_3gWsNTKlGcxKdO1,25 EGP
252,3,Remind_Show,1,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-21 01:50:07,original_link,R_3oC0OzkvUckAFbI,R_3fwsnMXSnXWVhyN,25 EGP
253,3,Remind_Show,1,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-26 10:40:50,original_link,R_3oC0OzkvUckAFbI,R_30qVEaGD3LaxWyf,25 EGP
254,3,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 12:23:36,original_link,R_2TIg75LBeJoE5Ix,R_3rO03m8dd15KLvH,25 EGP
255,3,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 12:35:47,original_link,R_2TIg75LBeJoE5Ix,R_31XGuamL9UYuUvV,25 EGP
256,3,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-16 02:26:18,original_link,R_2TIg75LBeJoE5Ix,R_3h9qWmwMCTEL0Wk,25 EGP
257,3,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 11:58:26,original_link,R_UQt0v29NLOHmvZL,R_2nJmORXOCJ1Bs9b,25 EGP
258,3,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-25 03:48:48,original_link,R_UQt0v29NLOHmvZL,R_2CJKqUMtxxbtJfi,25 EGP
259,3,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 14:10:41,original_link,R_3JkH5U5kWp7uNp5,R_qx5n3PP48jIPi5H,25 EGP
260,3,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 14:22:17,original_link,R_3JkH5U5kWp7uNp5,R_22Kcuq1jwxOUYPV,25 EGP
261,3,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-10-04 01:59:34,original_link,R_SVK7VBMbgTFOdLX,R_3Jmfyt9pyu8fAHH,25 EGP
262,3,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-10-06 04:34:26,original_link,R_SVK7VBMbgTFOdLX,R_2U90aeMowEW4wBZ,25 EGP
263,3,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,1,2020-09-20 11:20:13,original_link,R_8nP4jgN1AB82fst,R_R2zElf3nqURvaF3,25 EGP
264,3,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,1,2020-09-23 07:32:55,sms1_link,R_8nP4jgN1AB82fst,R_2akSHab6zBWI2ik,25 EGP
265,3,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 12:00:40,original_link,R_2QLIMODDT6Oh0aL,R_2veoGyvnCfpSvnB,25 EGP
266,3,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-16 02:30:47,original_link,R_2QLIMODDT6Oh0aL,R_3KNucQ4vLC9pjEV,25 EGP
267,3,WhatsApp_Ind,0,1,"Yes, I would like to donate 25 EGP and thus receive no mobile credit for participating in this survey.",,1,2020-09-24 16:42:09,sms1_link,R_30ofREKLg6KdMjt,R_8fbabByivYrjq2R,No Payment
268,3,WhatsApp_Ind,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Vodafone,1,2020-09-28 14:52:24,sms2_link,R_30ofREKLg6KdMjt,R_1LXAjECn0I5bKL0,15 EGP
269,4,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,1,2020-09-30 13:08:23,sms2_link,R_2wv12Pq10hJEAto,R_1I63ztjNUvwwxbP,25 EGP
270,4,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,1,2020-10-01 14:16:57,sms2_link,R_2wv12Pq10hJEAto,R_32RNW2BSRHRDKmm,25 EGP
271,4,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 11:54:43,original_link,R_2zovzadMVW3vyUt,R_3FWmS5fQit0lsTo,25 EGP
272,4,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-21 13:59:47,original_link,R_2zovzadMVW3vyUt,R_a3PFUqiDpjGTfJ7,25 EGP
273,4,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,1,2020-09-17 10:47:35,sms2_link,R_1i3eq3ffNJJhbxJ,R_pgAoQjZl7z6OOJj,25 EGP
274,4,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,1,2020-09-21 04:42:03,sms2_link,R_1i3eq3ffNJJhbxJ,R_2s0T6qsCAnevDTR,25 EGP
275,4,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-21 06:01:21,original_link,R_8AroBc7hVtlAAzn,R_2QloHLHyJi1oTUk,25 EGP
276,4,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-21 08:23:04,original_link,R_8AroBc7hVtlAAzn,R_WwGUHaESz7tCcQF,25 EGP
277,4,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-10-03 10:23:50,original_link,R_2TL8koI0JDoh8vw,R_sUwfEpsztN1nv45,25 EGP
278,4,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-10-03 10:41:53,original_link,R_2TL8koI0JDoh8vw,R_1GDho5Zpuk9bg29,25 EGP
279,4,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 19:07:25,original_link,R_3O9x8XfQybKBc36,R_eyuh1M4OPzGcf6x,25 EGP
280,4,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-12 04:50:30,original_link,R_3O9x8XfQybKBc36,R_YYqUT5Mz2KEi3Op,25 EGP
281,4,WhatsApp_Group,0,1,"Yes, I would like to donate 25 EGP and thus receive no mobile credit for participating in this survey.",,0,2020-09-10 17:19:09,original_link,R_RQ4PlwEDeAZUx9L,R_sLRNSiv9fOdFyut,No Payment
282,4,WhatsApp_Group,0,1,"Yes, I would like to donate 25 EGP and thus receive no mobile credit for participating in this survey.",,0,2020-09-10 17:34:38,original_link,R_RQ4PlwEDeAZUx9L,R_1gUCGigVE9rC5ss,No Payment
283,4,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-25 06:21:15,original_link,R_2Var50YrcgL3H0L,R_b3LudqMmObdsFjz,25 EGP
284,4,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-25 06:31:37,original_link,R_2Var50YrcgL3H0L,R_2D20Ynd3XqGirf4,25 EGP
285,5,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-22 11:17:29,original_link,R_31GZUP49IATt3jS,R_3en2OlkrxJCLiUp,25 EGP
286,5,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-24 06:24:19,original_link,R_31GZUP49IATt3jS,R_ZkkYTrEZAEROoAp,25 EGP
287,5,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-22 08:48:05,original_link,R_POOKBm45g0h9N5L,R_V1Z33J4u9HCCjNT,25 EGP
288,5,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-28 07:57:48,original_link,R_POOKBm45g0h9N5L,R_1Ovmo0SEZLG2ROO,25 EGP
289,5,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-22 10:00:49,original_link,R_1o1rbXCix1FrdJo,R_3rSDy19i8xnS4YV,25 EGP
290,5,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-28 08:31:30,original_link,R_1o1rbXCix1FrdJo,R_1mfTHvqnJIHpCzG,25 EGP
291,5,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-22 06:18:29,original_link,R_1Q9LXqgxtaOz7Gp,R_12EjG0ZTgCuZree,25 EGP
292,5,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-28 12:02:34,original_link,R_1Q9LXqgxtaOz7Gp,R_3sv65zUMxEeAsNL,25 EGP
293,6,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-27 22:34:21,original_link,R_3pmuNpBVuAFh2Uv,R_3q849Bw1cEjnCml,25 EGP
294,6,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-10-08 04:13:05,original_link,R_3pmuNpBVuAFh2Uv,R_3IcmjuCjcQEzzxE,25 EGP
295,6,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,1,2020-09-14 01:28:40,original_link,R_3qrth4Nad4VAznv,R_2TESXC6dRzWCm4j,25 EGP
296,6,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,1,2020-09-17 14:48:12,sms1_link,R_3qrth4Nad4VAznv,R_3CIqcJoG0SiFOd4,25 EGP
297,6,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-10-07 06:18:58,original_link,R_3nADSftJ6UWhKxr,R_eJpZdxjmkrxmuwV,25 EGP
298,6,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-10-08 12:46:56,original_link,R_3nADSftJ6UWhKxr,R_1nPdl7bAqRnI1qV,25 EGP
299,6,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-11 03:52:37,original_link,R_C3LKaf7woTLsvrX,R_1NFdvrCtoWNpnWG,25 EGP
300,6,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-15 12:51:19,original_link,R_C3LKaf7woTLsvrX,R_Z7ELtO010vxwfHr,25 EGP
301,6,WhatsApp_Group,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Orange,0,2020-09-22 06:17:10,original_link,R_1OBSY7NKrvU9Im6,R_1mkhPL3HQDXmTM6,15 EGP
302,6,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-24 18:55:57,original_link,R_1OBSY7NKrvU9Im6,R_3p2YmFGWUK1rERI,25 EGP
303,6,WhatsApp_Group,0,1,"Yes, I would like to donate 25 EGP and thus receive no mobile credit for participating in this survey.",,0,2020-09-11 18:39:53,original_link,R_232ZpKCBe0aqA7k,R_32J8ElZJAvQrYL2,No Payment
304,6,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-10-10 07:02:13,original_link,R_232ZpKCBe0aqA7k,R_2rZypthSHtKQz4G,25 EGP
305,6,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-22 12:25:04,original_link,R_3nxBx9N2sXbv7Hv,R_2rkdStqriFGrdis,25 EGP
306,6,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-24 09:16:31,original_link,R_3nxBx9N2sXbv7Hv,R_2vYpPM2GK2xg9sR,25 EGP
307,6,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-22 06:52:48,original_link,R_3j0XVwNqFGA1VuW,R_3KZwyIskBZdTEek,25 EGP
308,6,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-24 08:43:04,original_link,R_3j0XVwNqFGA1VuW,R_2D7BFGt33hSahDI,25 EGP
309,6,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-10-02 16:22:45,original_link,R_3j0XVwNqFGA1VuW,R_1qUonR64ko1QdMo,25 EGP
310,6,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-22 08:37:45,original_link,R_PMRUJ7ZlyDoiqVH,R_2474yO9WHk2I9bH,25 EGP
311,6,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-30 12:09:02,original_link,R_PMRUJ7ZlyDoiqVH,R_1gok3csl9aYzjgp,25 EGP
312,6,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-10 15:37:46,original_link,R_3kHCVmoPRrwC4QS,R_AyYVvRAGJFrjWyl,25 EGP
313,6,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-15 13:11:59,original_link,R_3kHCVmoPRrwC4QS,R_1imr9H3SxrZyBKJ,25 EGP
314,6,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-17 12:54:36,original_link,R_1Fzf9mcB4kqZCqI,R_1kY7YDNIViccs8N,25 EGP
315,6,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-24 03:25:33,original_link,R_1Fzf9mcB4kqZCqI,R_0fA4lVsfmMGRZHr,25 EGP
316,7,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 12:07:21,original_link,R_11dzUX2ExlVGs8g,R_3oN6EYrxou3ghwX,25 EGP
317,7,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-11 23:33:03,original_link,R_11dzUX2ExlVGs8g,R_2E7bOTw8bVG3opW,25 EGP
318,7,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 14:53:29,original_link,R_1HkvBZ5l27I8Gd3,R_1etLuAe4Ba3TJBh,25 EGP
319,7,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 15:20:35,original_link,R_1HkvBZ5l27I8Gd3,R_R7UyEnLr1iWiaMp,25 EGP
320,7,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-30 11:55:32,original_link,R_3UWvoGNsg05MdXz,R_26kJrtekccifjFj,25 EGP
321,7,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-10-03 08:51:58,original_link,R_3UWvoGNsg05MdXz,R_3rbEtf0d8QUsK0p,25 EGP
322,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-10-01 04:57:15,original_link,R_bOXCykmiqgvDe49,R_20MC7LDPvKThwv3,25 EGP
323,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-10-03 11:28:16,original_link,R_bOXCykmiqgvDe49,R_WDQqQqOfOZxTQJ3,25 EGP
324,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 12:22:40,original_link,R_2ri8MfoB4YGgpgp,R_1NsvRxMD0CtalF3,25 EGP
325,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-11 16:49:52,original_link,R_2ri8MfoB4YGgpgp,R_p0oXxPrkMkmKbjX,25 EGP
326,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 20:19:11,original_link,R_2RQ9Gyo3dujeMMQ,R_3CV4x4Tm98EMo9H,25 EGP
327,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-13 09:32:04,original_link,R_2RQ9Gyo3dujeMMQ,R_3macW5t4hQIDUI8,25 EGP
328,7,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",We,0,2020-09-10 12:10:00,original_link,R_R8GYbAG2Lxl7eDf,R_3gcTPFqcthnqVs5,25 EGP
329,7,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-11 06:48:56,original_link,R_R8GYbAG2Lxl7eDf,R_yKEMSGlf98fyoLf,25 EGP
330,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 14:22:33,original_link,R_1ISs0igJa3l0ESY,R_eUT69B1NuOxXwZP,25 EGP
331,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 17:08:26,original_link,R_1ISs0igJa3l0ESY,R_cGz2QyoZGZqEmm5,25 EGP
332,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,1,2020-09-24 13:55:26,sms1_link,R_ac1L7lXeNULJh1D,R_1rfFiTgyMGbuBxF,25 EGP
333,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,1,2020-09-29 12:58:52,sms2_link,R_ac1L7lXeNULJh1D,R_2V9EHuH6Sw9JZWU,25 EGP
334,7,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 13:51:33,original_link,R_1j9g50QDt5Xn9HK,R_sT3FPawQgqCFGc9,25 EGP
335,7,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-16 04:54:00,original_link,R_1j9g50QDt5Xn9HK,R_OO2w2geMQKhd3Hj,25 EGP
336,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,1,2020-09-28 15:34:55,sms2_link,R_CjqagSGuWWqyqxX,R_1NETUY2VgJfS1PV,25 EGP
337,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,1,2020-10-04 05:59:51,sms2_link,R_CjqagSGuWWqyqxX,R_1Kjv4UkN9dbbhCO,25 EGP
338,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-23 15:34:15,original_link,R_1l4PQMfPaZrWWXo,R_9vKdTfmqXo6riIV,25 EGP
339,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-24 05:56:17,original_link,R_1l4PQMfPaZrWWXo,R_324IZhvhGbduRX0,25 EGP
340,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-23 15:18:08,original_link,R_5hgPZKEYkJYzOM1,R_ufeosWxkj2dP7LX,25 EGP
341,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-30 13:58:20,original_link,R_5hgPZKEYkJYzOM1,R_33e8UhuH14CmKK4,25 EGP
342,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-10 13:49:47,original_link,R_1DHEQlHHEqsrDSc,R_Duyg4AHMKt8Ufn3,25 EGP
343,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-10 14:33:56,original_link,R_1DHEQlHHEqsrDSc,R_SN0DYZUa2lf4k1P,25 EGP
344,7,WhatsApp_Group,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 12:01:53,original_link,R_1nZo7fgqYEvfd9H,R_21tzcPauzYGQ2K9,15 EGP
